Date,Open
2006-04-07,24.0
2006-04-07,24.0
2006-04-10,23.9
2006-04-10,23.9
2006-04-11,23.29
2006-04-11,23.29
2006-04-12,22.52
2006-04-12,22.52
2006-04-13,23.45
2006-04-13,23.45
2006-04-18,23.37
2006-04-18,23.37
2006-04-19,23.08
2006-04-19,23.08
2006-04-20,23.2
2006-04-20,23.2
2006-04-21,23.5
2006-04-21,23.5
2006-04-24,23.0
2006-04-24,23.0
2006-04-25,23.02
2006-04-25,23.02
2006-04-26,23.68
2006-04-26,23.68
2006-04-27,23.75
2006-04-27,23.75
2006-04-28,23.45
2006-04-28,23.45
2006-05-02,23.1
2006-05-02,23.1
2006-05-03,23.75
2006-05-03,23.75
2006-05-04,25.25
2006-05-04,25.25
2006-05-05,24.88
2006-05-05,24.88
2006-05-08,25.4
2006-05-08,25.4
2006-05-09,25.31
2006-05-09,25.31
2006-05-10,25.29
2006-05-10,25.29
2006-05-11,26.0
2006-05-11,26.0
2006-05-12,25.75
2006-05-12,25.75
2006-05-15,25.46
2006-05-15,25.46
2006-05-16,25.0
2006-05-16,25.0
2006-05-17,25.0
2006-05-17,25.0
2006-05-18,24.0
2006-05-18,24.0
2006-05-19,22.95
2006-05-19,22.95
2006-05-22,23.18
2006-05-22,23.18
2006-05-23,22.62
2006-05-23,22.62
2006-05-24,23.8
2006-05-24,23.8
2006-05-25,23.9
2006-05-25,23.9
2006-05-26,23.7
2006-05-26,23.7
2006-05-29,23.7
2006-05-29,23.7
2006-05-30,23.41
2006-05-30,23.41
2006-05-31,22.63
2006-05-31,22.63
2006-06-01,23.5
2006-06-01,23.5
2006-06-02,22.65
2006-06-02,22.65
2006-06-05,22.7
2006-06-05,22.7
2006-06-06,22.57
2006-06-06,22.57
2006-06-07,22.24
2006-06-07,22.24
2006-06-08,21.75
2006-06-08,21.75
2006-06-09,21.0
2006-06-09,21.0
2006-06-12,21.5
2006-06-12,21.5
2006-06-13,21.0
2006-06-13,21.0
2006-06-14,21.3
2006-06-14,21.3
2006-06-15,21.16
2006-06-15,21.16
2006-06-16,22.0
2006-06-16,22.0
2006-06-19,22.1
2006-06-19,22.1
2006-06-20,21.28
2006-06-20,21.28
2006-06-21,21.85
2006-06-21,21.85
2006-06-22,21.49
2006-06-22,21.49
2006-06-23,21.51
2006-06-23,21.51
2006-06-26,21.44
2006-06-26,21.44
2006-06-27,21.81
2006-06-27,21.81
2006-06-28,21.81
2006-06-28,21.81
2006-06-29,21.8
2006-06-29,21.8
2006-06-30,22.13
2006-06-30,22.13
2006-07-03,22.25
2006-07-03,22.25
2006-07-04,21.9
2006-07-04,21.9
2006-07-05,21.71
2006-07-05,21.71
2006-07-06,21.88
2006-07-06,21.88
2006-07-07,21.87
2006-07-07,21.87
2006-07-10,21.15
2006-07-10,21.15
2006-07-11,21.25
2006-07-11,21.25
2006-07-12,21.05
2006-07-12,21.05
2006-07-13,21.0
2006-07-13,21.0
2006-07-14,20.5
2006-07-14,20.5
2006-07-17,20.35
2006-07-17,20.35
2006-07-18,19.98
2006-07-18,19.98
2006-07-19,19.8
2006-07-19,19.8
2006-07-20,20.5
2006-07-20,20.5
2006-07-21,21.17
2006-07-21,21.17
2006-07-24,20.99
2006-07-24,20.99
2006-07-25,21.1
2006-07-25,21.1
2006-07-26,21.13
2006-07-26,21.13
2006-07-27,21.28
2006-07-27,21.28
2006-07-28,21.85
2006-07-28,21.85
2006-07-31,21.35
2006-07-31,21.35
2006-08-01,21.34
2006-08-01,21.34
2006-08-02,21.0
2006-08-02,21.0
2006-08-03,21.1
2006-08-03,21.1
2006-08-04,21.2
2006-08-04,21.2
2006-08-07,21.39
2006-08-07,21.39
2006-08-08,21.8
2006-08-08,21.8
2006-08-09,21.65
2006-08-09,21.65
2006-08-10,21.49
2006-08-10,21.49
2006-08-11,21.25
2006-08-11,21.25
2006-08-14,21.71
2006-08-14,21.71
2006-08-15,21.8
2006-08-15,21.8
2006-08-16,21.98
2006-08-16,21.98
2006-08-17,22.11
2006-08-17,22.11
2006-08-18,22.0
2006-08-18,22.0
2006-08-21,22.25
2006-08-21,22.25
2006-08-22,22.0
2006-08-22,22.0
2006-08-23,21.5
2006-08-23,21.5
2006-08-24,21.12
2006-08-24,21.12
2006-08-25,21.1
2006-08-25,21.1
2006-08-28,21.28
2006-08-28,21.28
2006-08-29,21.43
2006-08-29,21.43
2006-08-30,22.5
2006-08-30,22.5
2006-08-31,22.51
2006-08-31,22.51
2006-09-01,23.0
2006-09-01,23.0
2006-09-04,22.5
2006-09-04,22.5
2006-09-05,22.04
2006-09-05,22.04
2006-09-06,21.4
2006-09-06,21.4
2006-09-07,21.25
2006-09-07,21.25
2006-09-08,21.0
2006-09-08,21.0
2006-09-11,21.89
2006-09-11,21.89
2006-09-12,21.35
2006-09-12,21.35
2006-09-13,20.94
2006-09-13,20.94
2006-09-14,20.6
2006-09-14,20.6
2006-09-15,20.7
2006-09-15,20.7
2006-09-18,21.2
2006-09-18,21.2
2006-09-19,21.4
2006-09-19,21.4
2006-09-20,21.45
2006-09-20,21.45
2006-09-21,21.02
2006-09-21,21.02
2006-09-22,21.39
2006-09-22,21.39
2006-09-25,21.12
2006-09-25,21.12
2006-09-26,21.35
2006-09-26,21.35
2006-09-27,21.3
2006-09-27,21.3
2006-09-28,21.72
2006-09-28,21.72
2006-09-29,22.08
2006-09-29,22.08
2006-10-02,21.9
2006-10-02,21.9
2006-10-03,22.75
2006-10-03,22.75
2006-10-04,22.51
2006-10-04,22.51
2006-10-05,22.5
2006-10-05,22.5
2006-10-06,22.3
2006-10-06,22.3
2006-10-09,21.95
2006-10-09,21.95
2006-10-10,21.73
2006-10-10,21.73
2006-10-11,21.92
2006-10-11,21.92
2006-10-12,22.35
2006-10-12,22.35
2006-10-13,22.95
2006-10-13,22.95
2006-10-16,22.63
2006-10-16,22.63
2006-10-17,22.75
2006-10-17,22.75
2006-10-18,22.25
2006-10-18,22.25
2006-10-19,23.0
2006-10-19,23.0
2006-10-20,23.22
2006-10-20,23.22
2006-10-23,23.06
2006-10-23,23.06
2006-10-24,22.85
2006-10-24,22.85
2006-10-25,23.21
2006-10-25,23.21
2006-10-26,23.0
2006-10-26,23.0
2006-10-27,23.11
2006-10-27,23.11
2006-10-30,22.89
2006-10-30,22.89
2006-10-31,23.5
2006-10-31,23.5
2006-11-01,22.39
2006-11-01,22.39
2006-11-02,21.9
2006-11-02,21.9
2006-11-03,22.12
2006-11-03,22.12
2006-11-06,21.94
2006-11-06,21.94
2006-11-07,21.55
2006-11-07,21.55
2006-11-08,21.4
2006-11-08,21.4
2006-11-09,21.0
2006-11-09,21.0
2006-11-10,21.0
2006-11-10,21.0
2006-11-13,21.05
2006-11-13,21.05
2006-11-14,21.3
2006-11-14,21.3
2006-11-15,21.4
2006-11-15,21.4
2006-11-16,21.59
2006-11-16,21.59
2006-11-17,21.39
2006-11-17,21.39
2006-11-20,21.1
2006-11-20,21.1
2006-11-21,21.05
2006-11-21,21.05
2006-11-22,21.01
2006-11-22,21.01
2006-11-23,20.8
2006-11-23,20.8
2006-11-24,20.8
2006-11-24,20.8
2006-11-27,20.51
2006-11-27,20.51
2006-11-28,20.14
2006-11-28,20.14
2006-11-29,20.1
2006-11-29,20.1
2006-11-30,21.0
2006-11-30,21.0
2006-12-01,20.83
2006-12-01,20.83
2006-12-04,20.72
2006-12-04,20.72
2006-12-05,20.6
2006-12-05,20.6
2006-12-06,20.51
2006-12-06,20.51
2006-12-07,20.7
2006-12-07,20.7
2006-12-08,20.9
2006-12-08,20.9
2006-12-11,20.84
2006-12-11,20.84
2006-12-12,20.85
2006-12-12,20.85
2006-12-13,20.45
2006-12-13,20.45
2006-12-14,20.5
2006-12-14,20.5
2006-12-15,20.9
2006-12-15,20.9
2006-12-18,21.35
2006-12-18,21.35
2006-12-19,22.0
2006-12-19,22.0
2006-12-20,21.95
2006-12-20,21.95
2006-12-21,22.2
2006-12-21,22.2
2006-12-22,21.9
2006-12-22,21.9
2006-12-27,21.9
2006-12-27,21.9
2006-12-28,21.84
2006-12-28,21.84
2006-12-29,22.1
2006-12-29,22.1
2007-01-02,22.06
2007-01-02,22.06
2007-01-03,22.5
2007-01-03,22.5
2007-01-04,22.4
2007-01-04,22.4
2007-01-05,22.17
2007-01-05,22.17
2007-01-08,22.15
2007-01-08,22.15
2007-01-09,21.95
2007-01-09,21.95
2007-01-10,22.3
2007-01-10,22.3
2007-01-11,21.8
2007-01-11,21.8
2007-01-12,22.2
2007-01-12,22.2
2007-01-15,22.26
2007-01-15,22.26
2007-01-16,22.12
2007-01-16,22.12
2007-01-17,22.05
2007-01-17,22.05
2007-01-18,21.96
2007-01-18,21.96
2007-01-19,22.47
2007-01-19,22.47
2007-01-22,22.97
2007-01-22,22.97
2007-01-23,22.6
2007-01-23,22.6
2007-01-24,22.52
2007-01-24,22.52
2007-01-25,23.0
2007-01-25,23.0
2007-01-26,22.82
2007-01-26,22.82
2007-01-29,22.65
2007-01-29,22.65
2007-01-30,22.6
2007-01-30,22.6
2007-01-31,22.71
2007-01-31,22.71
2007-02-01,22.9
2007-02-01,22.9
2007-02-02,23.29
2007-02-02,23.29
2007-02-05,23.5
2007-02-05,23.5
2007-02-06,24.05
2007-02-06,24.05
2007-02-07,23.95
2007-02-07,23.95
2007-02-08,23.97
2007-02-08,23.97
2007-02-09,24.0
2007-02-09,24.0
2007-02-12,23.85
2007-02-12,23.85
2007-02-13,23.6
2007-02-13,23.6
2007-02-14,23.5
2007-02-14,23.5
2007-02-15,23.8
2007-02-15,23.8
